"","speaker_role","target_child_age","utterance_type","freq_total"
"2727","Father",1427.125,"declarative",138
"2728","Father",1427.125,"question",131
"2729","Father",1427.125,"quotation next line",10
"2730","Father",1430.125,"declarative",397
"2731","Father",1430.125,"imperative_emphatic",14
"2732","Father",1430.125,"interruption",2
"2733","Father",1430.125,"question",282
"2734","Father",1430.125,"trail off",4
"2735","Father",1430.5625,"declarative",33
"2736","Father",1430.5625,"question",32
"2737","Father",1432.5625,"declarative",140
"2738","Father",1432.5625,"imperative_emphatic",1
"2739","Father",1432.5625,"question",170
"2740","Father",1433.5625,"declarative",1
"2741","Father",1433.5625,"question",4
"2742","Father",1435.5625,"question",3
"2743","Father",1436.5625,"declarative",128
"2744","Father",1436.5625,"question",119
"2745","Father",1439.5625,"declarative",489
"2746","Father",1439.5625,"imperative_emphatic",2
"2747","Father",1439.5625,"question",409
"2748","Father",1439.5625,"quotation next line",33
"2749","Father",1439.5625,"trail off",4
"2750","Father",1441.5625,"declarative",16
"2751","Father",1441.5625,"question",47
"2752","Father",1442.5625,"declarative",333
"2753","Father",1442.5625,"imperative_emphatic",6
"2754","Father",1442.5625,"question",389
"2755","Father",1442.5625,"quotation next line",17
"2756","Father",1444.5625,"declarative",213
"2757","Father",1444.5625,"question",170
"2758","Father",1444.5625,"trail off",23
"2759","Father",1446.5625,"declarative",100
"2760","Father",1446.5625,"question",63
"2761","Father",1447.5625,"declarative",4
"2762","Father",1447.5625,"question",15
"2763","Father",1452.5625,"declarative",1141
"2764","Father",1452.5625,"imperative_emphatic",36
"2765","Father",1452.5625,"question",685
"2766","Father",1452.5625,"quotation next line",39
"2767","Father",1452.5625,"trail off",48
"2768","Father",1455.5625,"declarative",41
"2769","Father",1455.5625,"question",36
"2770","Father",1457.5625,"declarative",2393
"2771","Father",1457.5625,"imperative_emphatic",15
"2772","Father",1457.5625,"question",729
"2773","Father",1457.5625,"quotation next line",5
"2774","Father",1457.5625,"trail off",18
"2775","Father",1458.5625,"declarative",879
"2776","Father",1458.5625,"imperative_emphatic",43
"2777","Father",1458.5625,"question",1077
"2778","Father",1458.5625,"trail off",110
"2779","Father",1459.5625,"declarative",4
"2780","Father",1459.5625,"question",4
"2781","Father",1460.5625,"declarative",648
"2782","Father",1460.5625,"question",306
"2783","Father",1460.5625,"quotation next line",26
"2784","Father",1460.5625,"trail off",40
"2785","Father",1463,"declarative",90
"2786","Father",1463,"imperative_emphatic",2
"2787","Father",1463,"interruption",10
"2788","Father",1463,"question",34
"2789","Father",1464,"declarative",31
"2790","Father",1464,"question",30
"2791","Father",1466,"declarative",3451
"2792","Father",1466,"imperative_emphatic",51
"2793","Father",1466,"interruption",6
"2794","Father",1466,"question",1299
"2795","Father",1466,"trail off",99
"2796","Father",1468,"declarative",131
"2797","Father",1468,"imperative_emphatic",5
"2798","Father",1468,"question",60
"2799","Father",1469,"declarative",383
"2800","Father",1469,"question",391
"2801","Father",1469,"trail off",5
"2802","Father",1470,"declarative",22
"2803","Father",1471,"declarative",1050
"2804","Father",1471,"imperative_emphatic",114
"2805","Father",1471,"interruption",15
"2806","Father",1471,"question",337
"2807","Father",1471,"trail off",28
"2808","Father",1472,"declarative",2508
"2809","Father",1472,"imperative_emphatic",51
"2810","Father",1472,"question",1266
"2811","Father",1472,"quotation next line",63
"2812","Father",1472,"trail off",139
"2813","Father",1475,"declarative",91
"2814","Father",1475,"interruption",10
"2815","Father",1475,"question",67
"2816","Father",1475,"trail off",8
"2817","Father",1476,"question",15
"2818","Father",1479,"declarative",1387
"2819","Father",1479,"imperative_emphatic",5
"2820","Father",1479,"interruption",7
"2821","Father",1479,"question",678
"2822","Father",1479,"quotation next line",4
"2823","Father",1479,"trail off",62
"2824","Father",1480,"declarative",872
"2825","Father",1480,"imperative_emphatic",42
"2826","Father",1480,"interruption",26
"2827","Father",1480,"question",670
"2828","Father",1480,"quotation next line",26
"2829","Father",1480,"self interruption",7
"2830","Father",1480,"trail off",10
"2831","Father",1481,"declarative",634
"2832","Father",1481,"imperative_emphatic",5
"2833","Father",1481,"interruption",12
"2834","Father",1481,"question",326
"2835","Father",1481,"trail off",78
"2836","Father",1485,"declarative",1
"2837","Father",1486,"declarative",33
"2838","Father",1486,"question",109
"2839","Father",1489,"declarative",124
"2840","Father",1489,"question",245
"2841","Father",1490,"declarative",188
"2842","Father",1490,"imperative_emphatic",3
"2843","Father",1490,"interruption",18
"2844","Father",1490,"question",144
"2845","Father",1491.4375,"declarative",68
"2846","Father",1491.4375,"imperative_emphatic",1
"2847","Father",1491.4375,"question",130
"2848","Father",1492.4375,"declarative",289
"2849","Father",1492.4375,"question",113
"2850","Father",1492.4375,"trail off",13
"2851","Father",1495.4375,"declarative",477
"2852","Father",1495.4375,"question",429
"2853","Father",1495.4375,"trail off",17
"2854","Father",1496.4375,"declarative",65
"2855","Father",1496.4375,"question",138
"2856","Father",1497.4375,"declarative",598
"2857","Father",1497.4375,"imperative_emphatic",8
"2858","Father",1497.4375,"question",118
"2859","Father",1497.4375,"trail off",37
"2860","Father",1500.4375,"declarative",203
"2861","Father",1500.4375,"imperative_emphatic",7
"2862","Father",1500.4375,"question",284
"2863","Father",1502.4375,"declarative",18
"2864","Father",1503.4375,"declarative",173
"2865","Father",1503.4375,"question",48
"2866","Father",1503.4375,"trail off",15
"2867","Father",1506.4375,"declarative",141
"2868","Father",1506.4375,"question",176
"2869","Father",1506.4375,"quotation next line",4
"2870","Father",1508.4375,"declarative",1136
"2871","Father",1508.4375,"question",760
"2872","Father",1508.4375,"quotation next line",33
"2873","Father",1508.4375,"trail off",21
"2874","Father",1510.4375,"declarative",265
"2875","Father",1510.4375,"question",447
"2876","Father",1510.4375,"trail off",5
"2877","Father",1511.4375,"declarative",76
"2878","Father",1511.4375,"imperative_emphatic",8
"2879","Father",1511.4375,"question",83
"2880","Father",1515.4375,"declarative",119
"2881","Father",1515.4375,"question",125
"2882","Father",1516.4375,"declarative",548
"2883","Father",1516.4375,"imperative_emphatic",20
"2884","Father",1516.4375,"question",584
"2885","Father",1520.4375,"declarative",461
"2886","Father",1520.4375,"imperative_emphatic",27
"2887","Father",1520.4375,"interruption",6
"2888","Father",1520.4375,"question",313
"2889","Father",1520.4375,"trail off",22
"2890","Father",1521.875,"declarative",217
"2891","Father",1521.875,"question",97
"2892","Father",1521.875,"trail off",18
"2893","Father",1522.875,"declarative",1994
"2894","Father",1522.875,"imperative_emphatic",37
"2895","Father",1522.875,"interruption",43
"2896","Father",1522.875,"question",1039
"2897","Father",1522.875,"quotation next line",1
"2898","Father",1522.875,"trail off",133
"2899","Father",1523.875,"declarative",728
"2900","Father",1523.875,"imperative_emphatic",2
"2901","Father",1523.875,"interruption",22
"2902","Father",1523.875,"question",337
"2903","Father",1523.875,"quotation next line",13
"2904","Father",1523.875,"trail off",20
"2905","Father",1524.875,"declarative",561
"2906","Father",1524.875,"imperative_emphatic",6
"2907","Father",1524.875,"question",735
"2908","Father",1525.875,"declarative",241
"2909","Father",1525.875,"question",317
"2910","Father",1529.875,"declarative",2
"2911","Father",1530.875,"declarative",390
"2912","Father",1530.875,"question",321
"2913","Father",1530.875,"trail off",3
"2914","Father",1532.875,"declarative",195
"2915","Father",1532.875,"imperative_emphatic",1
"2916","Father",1532.875,"interruption",1
"2917","Father",1532.875,"question",40
"2918","Father",1532.875,"trail off",1
"2919","Father",1534.875,"declarative",76
"2920","Father",1534.875,"question",84
"2921","Father",1535.875,"declarative",35
"2922","Father",1535.875,"question",71
"2923","Father",1535.875,"trail off",4
"2924","Father",1537.875,"declarative",185
"2925","Father",1537.875,"question",183
"2926","Father",1537.875,"trail off",11
"2927","Father",1538.875,"declarative",1463
"2928","Father",1538.875,"imperative_emphatic",16
"2929","Father",1538.875,"question",979
"2930","Father",1538.875,"trail off",95
"2931","Father",1540.875,"declarative",105
"2932","Father",1540.875,"question",182
"2933","Father",1540.875,"quotation next line",2
"2934","Father",1541.875,"declarative",1416
"2935","Father",1541.875,"imperative_emphatic",1
"2936","Father",1541.875,"interruption",12
"2937","Father",1541.875,"question",669
"2938","Father",1541.875,"quotation next line",5
"2939","Father",1541.875,"trail off",75
"2940","Father",1544.875,"declarative",881
"2941","Father",1544.875,"imperative_emphatic",4
"2942","Father",1544.875,"interruption",29
"2943","Father",1544.875,"question",401
"2944","Father",1544.875,"quotation next line",21
"2945","Father",1544.875,"trail off",31
"2946","Father",1545.875,"declarative",53
"2947","Father",1545.875,"question",69
"2948","Father",1551.875,"declarative",272
"2949","Father",1551.875,"interruption",10
"2950","Father",1551.875,"question",155
"2951","Father",1551.875,"trail off",2
"2952","Father",1552.3125,"declarative",940
"2953","Father",1552.3125,"imperative_emphatic",24
"2954","Father",1552.3125,"interruption",33
"2955","Father",1552.3125,"question",454
"2956","Father",1552.3125,"trail off",67
"2957","Father",1553.3125,"declarative",142
"2958","Father",1553.3125,"imperative_emphatic",2
"2959","Father",1553.3125,"question",245
"2960","Father",1557.3125,"declarative",1241
"2961","Father",1557.3125,"interruption",12
"2962","Father",1557.3125,"question",851
"2963","Father",1557.3125,"quotation next line",26
"2964","Father",1557.3125,"trail off",19
"2965","Father",1559.3125,"declarative",682
"2966","Father",1559.3125,"question",487
"2967","Father",1561.3125,"declarative",1
"2968","Father",1561.3125,"question",11
"2969","Father",1563.3125,"declarative",304
"2970","Father",1563.3125,"interruption",13
"2971","Father",1563.3125,"question",277
"2972","Father",1565.3125,"declarative",128
"2973","Father",1565.3125,"imperative_emphatic",6
"2974","Father",1565.3125,"question",24
"2975","Father",1566.3125,"declarative",822
"2976","Father",1566.3125,"imperative_emphatic",16
"2977","Father",1566.3125,"interruption",13
"2978","Father",1566.3125,"question",252
"2979","Father",1566.3125,"trail off",25
"2980","Father",1567.3125,"declarative",414
"2981","Father",1567.3125,"imperative_emphatic",2
"2982","Father",1567.3125,"question",489
"2983","Father",1567.3125,"trail off",7
"2984","Father",1568.3125,"declarative",1503
"2985","Father",1568.3125,"question",2071
"2986","Father",1568.3125,"quotation next line",5
"2987","Father",1568.3125,"trail off",2
"2988","Father",1569.3125,"declarative",370
"2989","Father",1569.3125,"imperative_emphatic",6
"2990","Father",1569.3125,"question",511
"2991","Father",1573.3125,"declarative",110
"2992","Father",1573.3125,"imperative_emphatic",20
"2993","Father",1573.3125,"question",137
"2994","Father",1573.3125,"self interruption",4
"2995","Father",1578.3125,"declarative",272
"2996","Father",1578.3125,"question",196
"2997","Father",1580.3125,"declarative",54
"2998","Father",1580.3125,"imperative_emphatic",4
"2999","Father",1580.3125,"question",38
"3000","Father",1583.75,"declarative",593
"3001","Father",1583.75,"imperative_emphatic",2
"3002","Father",1583.75,"interruption",15
"3003","Father",1583.75,"question",804
"3004","Father",1583.75,"quotation next line",49
"3005","Father",1583.75,"trail off",9
"3006","Father",1585.75,"declarative",608
"3007","Father",1585.75,"imperative_emphatic",5
"3008","Father",1585.75,"interruption",1
"3009","Father",1585.75,"question",394
"3010","Father",1585.75,"quotation next line",1
"3011","Father",1585.75,"trail off",24
"3012","Father",1586.75,"declarative",2593
"3013","Father",1586.75,"question",2291
"3014","Father",1586.75,"quotation next line",65
"3015","Father",1586.75,"trail off",26
"3016","Father",1590.75,"declarative",534
"3017","Father",1590.75,"imperative_emphatic",24
"3018","Father",1590.75,"interruption",15
"3019","Father",1590.75,"question",814
"3020","Father",1590.75,"quotation next line",53
"3021","Father",1590.75,"trail off",32
"3022","Father",1593.75,"declarative",257
"3023","Father",1593.75,"question",176
"3024","Father",1593.75,"quotation next line",6
"3025","Father",1593.75,"trail off",7
"3026","Father",1596.75,"declarative",306
"3027","Father",1596.75,"imperative_emphatic",21
"3028","Father",1596.75,"question",184
"3029","Father",1596.75,"trail off",11
"3030","Father",1600.75,"declarative",242
"3031","Father",1600.75,"question",199
"3032","Father",1600.75,"trail off",7
"3033","Father",1603.75,"declarative",83
"3034","Father",1603.75,"question",121
"3035","Father",1610.75,"declarative",1522
"3036","Father",1610.75,"interruption",6
"3037","Father",1610.75,"question",903
"3038","Father",1610.75,"quotation next line",16
"3039","Father",1610.75,"trail off",46
"3040","Father",1613.1875,"declarative",400
"3041","Father",1613.1875,"imperative_emphatic",5
"3042","Father",1613.1875,"interruption",6
"3043","Father",1613.1875,"question",196
"3044","Father",1613.1875,"trail off",14
"3045","Father",1616.1875,"declarative",20
"3046","Father",1616.1875,"question",134
"3047","Father",1620.1875,"declarative",4
"3048","Father",1620.1875,"question",8
"3049","Father",1621.1875,"declarative",1930
"3050","Father",1621.1875,"imperative_emphatic",5
"3051","Father",1621.1875,"question",1077
"3052","Father",1621.1875,"quotation next line",17
"3053","Father",1621.1875,"trail off",6
"3054","Father",1627.1875,"declarative",173
"3055","Father",1627.1875,"question",225
"3056","Father",1633.1875,"declarative",82
"3057","Father",1633.1875,"imperative_emphatic",2
"3058","Father",1633.1875,"question",78
"3059","Father",1641.1875,"declarative",61
"3060","Father",1641.1875,"question",62
"3061","Father",1643.625,"declarative",325
"3062","Father",1643.625,"imperative_emphatic",37
"3063","Father",1643.625,"question",284
"3064","Father",1643.625,"trail off",10
"3065","Father",1644.625,"declarative",1304
"3066","Father",1644.625,"imperative_emphatic",2
"3067","Father",1644.625,"question",950
"3068","Father",1644.625,"quotation next line",8
"3069","Father",1644.625,"trail off",70
"3070","Father",1646.625,"declarative",1
"3071","Father",1648.625,"declarative",132
"3072","Father",1648.625,"question",96
"3073","Father",1649.625,"declarative",23
"3074","Father",1649.625,"question",9
"3075","Father",1649.625,"trail off",1
"3076","Father",1654.625,"declarative",1157
"3077","Father",1654.625,"imperative_emphatic",105
"3078","Father",1654.625,"interruption",13
"3079","Father",1654.625,"question",1048
"3080","Father",1655.625,"declarative",113
"3081","Father",1655.625,"imperative_emphatic",2
"3082","Father",1655.625,"question",65
"3083","Father",1657.625,"declarative",111
"3084","Father",1657.625,"imperative_emphatic",17
"3085","Father",1657.625,"question",85
"3086","Father",1662.625,"declarative",66
"3087","Father",1662.625,"question",47
"3088","Father",1670.625,"declarative",261
"3089","Father",1670.625,"imperative_emphatic",64
"3090","Father",1670.625,"interruption",3
"3091","Father",1670.625,"question",171
"3092","Father",1670.625,"trail off",15
"3093","Father",1675.0625,"declarative",7
"3094","Father",1675.0625,"question",9
"3095","Father",1676.0625,"declarative",200
"3096","Father",1676.0625,"question",8
"3097","Father",1677.0625,"declarative",182
"3098","Father",1677.0625,"question",195
"3099","Father",1679.0625,"declarative",19
"3100","Father",1679.0625,"question",20
"3101","Father",1679.0625,"trail off",1
"3102","Father",1683.0625,"declarative",22
"3103","Father",1685.0625,"declarative",140
"3104","Father",1685.0625,"question",94
"3105","Father",1692.0625,"declarative",7
"3106","Father",1692.0625,"question",4
"3107","Father",1694.0625,"declarative",461
"3108","Father",1694.0625,"imperative_emphatic",16
"3109","Father",1694.0625,"question",536
"3110","Father",1702.0625,"declarative",668
"3111","Father",1702.0625,"imperative_emphatic",3
"3112","Father",1702.0625,"question",281
"3113","Father",1702.0625,"quotation next line",12
"3114","Father",1702.0625,"trail off",11
"3115","Father",1703.0625,"declarative",2
"3116","Father",1704.5,"declarative",1680
"3117","Father",1704.5,"imperative_emphatic",23
"3118","Father",1704.5,"question",1553
"3119","Father",1704.5,"quotation next line",16
"3120","Father",1704.5,"trail off",58
"3121","Father",1706.5,"declarative",172
"3122","Father",1706.5,"imperative_emphatic",4
"3123","Father",1706.5,"question",216
"3124","Father",1710.5,"declarative",397
"3125","Father",1710.5,"interruption",4
"3126","Father",1710.5,"question",139
"3127","Father",1711.5,"declarative",76
"3128","Father",1711.5,"imperative_emphatic",6
"3129","Father",1711.5,"question",47
"3130","Father",1712.5,"declarative",48
"3131","Father",1712.5,"interruption",2
"3132","Father",1712.5,"question",21
"3133","Father",1713.5,"declarative",433
"3134","Father",1713.5,"imperative_emphatic",42
"3135","Father",1713.5,"interruption",25
"3136","Father",1713.5,"question",138
"3137","Father",1713.5,"trail off",27
"3138","Father",1718.5,"declarative",70
"3139","Father",1718.5,"imperative_emphatic",1
"3140","Father",1718.5,"question",38
"3141","Father",1724.5,"declarative",75
"3142","Father",1724.5,"question",137
"3143","Father",1731.5,"declarative",46
"3144","Father",1731.5,"question",65
"3145","Father",1733.5,"declarative",394
"3146","Father",1733.5,"interruption",2
"3147","Father",1733.5,"question",114
"3148","Father",1733.5,"trail off",41
"3149","Father",1734.9375,"declarative",39877
"3150","Father",1734.9375,"imperative_emphatic",536
"3151","Father",1734.9375,"question",12746
"3152","Father",1734.9375,"quotation next line",53
"3153","Father",1734.9375,"trail off",3799
"3154","Father",1735.9375,"declarative",290
"3155","Father",1735.9375,"question",44
"3156","Father",1735.9375,"trail off",5
"3157","Father",1737.9375,"declarative",192
"3158","Father",1737.9375,"question",151
"3159","Father",1738.9375,"declarative",3
"3160","Father",1740.9375,"declarative",1
"3161","Father",1740.9375,"question",1
"3162","Father",1741.9375,"declarative",730
"3163","Father",1741.9375,"imperative_emphatic",57
"3164","Father",1741.9375,"interruption",11
"3165","Father",1741.9375,"question",885
"3166","Father",1741.9375,"trail off",14
"3167","Father",1746.9375,"declarative",63
"3168","Father",1746.9375,"question",129
"3169","Father",1749.9375,"declarative",165
"3170","Father",1749.9375,"question",36
"3171","Father",1750.9375,"declarative",321
"3172","Father",1750.9375,"imperative_emphatic",5
"3173","Father",1750.9375,"interruption",26
"3174","Father",1750.9375,"question",151
"3175","Father",1753.9375,"declarative",200
"3176","Father",1753.9375,"imperative_emphatic",2
"3177","Father",1753.9375,"question",102
"3178","Father",1754.9375,"declarative",2179
"3179","Father",1754.9375,"imperative_emphatic",19
"3180","Father",1754.9375,"question",1973
"3181","Father",1754.9375,"quotation next line",14
"3182","Father",1754.9375,"trail off",98
"3183","Father",1757.9375,"declarative",31
"3184","Father",1758.9375,"declarative",65
"3185","Father",1758.9375,"imperative_emphatic",3
"3186","Father",1758.9375,"question",31
"3187","Father",1760.9375,"declarative",33
"3188","Father",1760.9375,"question",21
"3189","Father",1764.9375,"declarative",100
"3190","Father",1764.9375,"imperative_emphatic",5
"3191","Father",1764.9375,"interruption",3
"3192","Father",1764.9375,"question",86
"3193","Father",1765.375,"declarative",249
"3194","Father",1765.375,"imperative_emphatic",3
"3195","Father",1765.375,"interruption",3
"3196","Father",1765.375,"question",55
"3197","Father",1765.375,"trail off",11
"3198","Father",1766.375,"declarative",73
"3199","Father",1766.375,"imperative_emphatic",1
"3200","Father",1766.375,"question",38
"3201","Father",1771.375,"declarative",602
"3202","Father",1771.375,"imperative_emphatic",2
"3203","Father",1771.375,"question",535
"3204","Father",1771.375,"quotation next line",14
"3205","Father",1771.375,"trail off",13
"3206","Father",1773.375,"declarative",6
"3207","Father",1773.375,"question",9
"3208","Father",1774.375,"declarative",99
"3209","Father",1774.375,"imperative_emphatic",1
"3210","Father",1774.375,"question",169
"3211","Father",1780.375,"declarative",40
"3212","Father",1780.375,"question",51
"3213","Father",1785.375,"declarative",21
"3214","Father",1785.375,"imperative_emphatic",1
"3215","Father",1787.375,"declarative",94
"3216","Father",1787.375,"imperative_emphatic",8
"3217","Father",1787.375,"question",105
"3218","Father",1788.375,"declarative",1
"3219","Father",1792.375,"declarative",793
"3220","Father",1792.375,"question",753
"3221","Father",1792.375,"quotation next line",6
"3222","Father",1792.375,"trail off",15
"3223","Father",1794.375,"declarative",113
"3224","Father",1794.375,"imperative_emphatic",1
"3225","Father",1794.375,"question",58
"3226","Father",1795.8125,"declarative",509
"3227","Father",1795.8125,"imperative_emphatic",3
"3228","Father",1795.8125,"question",482
"3229","Father",1795.8125,"trail off",5
"3230","Father",1796.8125,"declarative",10
"3231","Father",1800.8125,"declarative",110
"3232","Father",1800.8125,"question",75
"3233","Father",1803.8125,"declarative",2
"3234","Father",1805.8125,"declarative",887
"3235","Father",1805.8125,"imperative_emphatic",4
"3236","Father",1805.8125,"interruption",6
"3237","Father",1805.8125,"question",1080
"3238","Father",1805.8125,"quotation next line",2
"3239","Father",1805.8125,"trail off",35
"3240","Father",1808.8125,"declarative",117
"3241","Father",1808.8125,"question",15
"3242","Father",1808.8125,"quotation next line",2
"3243","Father",1814.8125,"declarative",307
"3244","Father",1814.8125,"question",250
"3245","Father",1814.8125,"quotation next line",7
"3246","Father",1814.8125,"trail off",2
"3247","Father",1816.8125,"declarative",114
"3248","Father",1816.8125,"imperative_emphatic",1
"3249","Father",1816.8125,"question",340
"3250","Father",1817.8125,"declarative",130
"3251","Father",1817.8125,"question",58
"3252","Father",1820.8125,"declarative",3058
"3253","Father",1820.8125,"imperative_emphatic",29
"3254","Father",1820.8125,"question",1273
"3255","Father",1820.8125,"quotation next line",59
"3256","Father",1820.8125,"trail off",147
"3257","Father",1822.8125,"declarative",181
"3258","Father",1822.8125,"imperative_emphatic",1
"3259","Father",1822.8125,"question",154
"3260","Father",1826.25,"declarative",1003
"3261","Father",1826.25,"imperative_emphatic",57
"3262","Father",1826.25,"interruption",18
"3263","Father",1826.25,"missing CA terminator",58
"3264","Father",1826.25,"question",561
"3265","Father",1826.25,"quotation next line",26
"3266","Father",1830.25,"declarative",113
"3267","Father",1830.25,"question",68
"3268","Father",1837.25,"declarative",97
"3269","Father",1837.25,"question",49
"3270","Father",1842.25,"declarative",100
"3271","Father",1842.25,"interruption",10
"3272","Father",1842.25,"question",70
"3273","Father",1876.6875,"declarative",2406
"3274","Father",1876.6875,"imperative_emphatic",1
"3275","Father",1876.6875,"interruption",4
"3276","Father",1876.6875,"question",1628
"3277","Father",1876.6875,"quotation next line",95
"3278","Father",1876.6875,"trail off",133
"3279","Father",1887.125,"declarative",536
"3280","Father",1887.125,"imperative_emphatic",27
"3281","Father",1887.125,"interruption",22
"3282","Father",1887.125,"question",167
"3283","Father",1887.125,"trail off",8
"3284","Father",1894.125,"declarative",316
"3285","Father",1894.125,"interruption",20
"3286","Father",1894.125,"question",319
"3287","Father",1894.125,"trail off",17
"3288","Father",1897.125,"declarative",872
"3289","Father",1897.125,"imperative_emphatic",9
"3290","Father",1897.125,"interruption",7
"3291","Father",1897.125,"question",686
"3292","Father",1897.125,"trail off",39
"3293","Father",1917.5625,"declarative",201
"3294","Father",1917.5625,"imperative_emphatic",19
"3295","Father",1917.5625,"question",617
"3296","Father",1917.5625,"trail off",1
"3297","Father",1926.5625,"declarative",2573
"3298","Father",1926.5625,"imperative_emphatic",8
"3299","Father",1926.5625,"question",1758
"3300","Father",1926.5625,"quotation next line",32
"3301","Father",1926.5625,"trail off",56
"3302","Father",1939.5625,"declarative",55
"3303","Father",1939.5625,"imperative_emphatic",2
"3304","Father",1939.5625,"question",30
"3305","Father",1946.5625,"declarative",13
"3306","Father",1946.5625,"question",25
"3307","Father",1963,"declarative",1636
"3308","Father",1963,"interruption",17
"3309","Father",1963,"question",346
"3310","Father",1963,"trail off",54
"3311","Father",1971,"declarative",150
"3312","Father",1971,"imperative_emphatic",5
"3313","Father",1971,"interruption",1
"3314","Father",1971,"question",47
"3315","Father",1972,"question",3
"3316","Father",1983.4375,"declarative",75
"3317","Father",1983.4375,"question",35
"3318","Father",1984.4375,"declarative",81
"3319","Father",1984.4375,"imperative_emphatic",6
"3320","Father",1984.4375,"interruption",3
"3321","Father",1984.4375,"question",19
"3322","Father",1984.4375,"trail off",1
"3323","Father",1990.4375,"declarative",231
"3324","Father",1990.4375,"question",182
"3325","Father",1990.4375,"trail off",5
"3326","Father",2010.875,"declarative",402
"3327","Father",2010.875,"imperative_emphatic",9
"3328","Father",2010.875,"interruption",15
"3329","Father",2010.875,"question",244
"3330","Father",2010.875,"trail off",14
"3331","Father",2021.875,"declarative",286
"3332","Father",2021.875,"imperative_emphatic",16
"3333","Father",2021.875,"interruption",21
"3334","Father",2021.875,"question",158
"3335","Father",2021.875,"trail off",24
"3336","Father",2031.875,"declarative",384
"3337","Father",2031.875,"imperative_emphatic",5
"3338","Father",2031.875,"question",86
"3339","Father",2031.875,"trail off",2
"3340","Father",2040.3125,"declarative",2
"3341","Father",2041.3125,"declarative",338
"3342","Father",2041.3125,"interruption",2
"3343","Father",2041.3125,"question",189
"3344","Father",2041.3125,"trail off",13
"3345","Father",2068.3125,"declarative",17
"3346","Father",2068.3125,"question",12
"3347","Father",2080.75,"declarative",210
"3348","Father",2080.75,"question",90
"3349","Father",2100.1875,"declarative",491
"3350","Father",2100.1875,"imperative_emphatic",6
"3351","Father",2100.1875,"question",533
"3352","Father",2109.1875,"declarative",24
"3353","Father",2109.1875,"question",18
"3354","Father",2114.1875,"declarative",1485
"3355","Father",2114.1875,"imperative_emphatic",38
"3356","Father",2114.1875,"interruption",3
"3357","Father",2114.1875,"question",349
"3358","Father",2114.1875,"trail off",12
"3359","Father",2119.1875,"declarative",460
"3360","Father",2119.1875,"imperative_emphatic",33
"3361","Father",2119.1875,"interruption",12
"3362","Father",2119.1875,"question",84
"3363","Father",2119.1875,"trail off",12
"3364","Father",2130.625,"declarative",242
"3365","Father",2130.625,"imperative_emphatic",18
"3366","Father",2130.625,"question",291
"3367","Father",2130.625,"trail off",36
"3368","Father",2131.625,"declarative",163
"3369","Father",2131.625,"interruption",13
"3370","Father",2131.625,"question",8
"3371","Father",2146.625,"declarative",6
"3372","Father",2151.625,"declarative",570
"3373","Father",2151.625,"imperative_emphatic",31
"3374","Father",2151.625,"interruption",46
"3375","Father",2151.625,"question",288
"3376","Father",2151.625,"trail off",24
"3377","Father",2178.0625,"declarative",112
"3378","Father",2178.0625,"imperative_emphatic",18
"3379","Father",2178.0625,"question",42
"3380","Father",2221.9375,"declarative",194
"3381","Father",2221.9375,"imperative_emphatic",4
"3382","Father",2221.9375,"question",355
"3383","Father",2221.9375,"trail off",17
"3384","Father",2252.375,"declarative",604
"3385","Father",2252.375,"imperative_emphatic",38
"3386","Father",2252.375,"interruption",8
"3387","Father",2252.375,"question",591
"3388","Father",2252.375,"quotation next line",2
"3389","Father",2252.375,"trail off",25
"3390","Father",2601.1875,"declarative",788
"3391","Father",2601.1875,"interruption",14
"3392","Father",2601.1875,"question",192
"3393","Father",2601.1875,"trail off",26
"3394","Father",2611.1875,"declarative",102
"3395","Father",2611.1875,"imperative_emphatic",17
"3396","Father",2611.1875,"question",69
"3397","Father",2611.1875,"trail off",1
"3398","Father",2612.1875,"declarative",226
"3399","Father",2612.1875,"imperative_emphatic",5
"3400","Father",2612.1875,"question",82
"3401","Father",2627.625,"declarative",284
"3402","Father",2627.625,"interruption",4
"3403","Father",2627.625,"question",117
"3404","Father",2627.625,"trail off",10
"3405","Father",2629.625,"declarative",6
"3406","Father",2629.625,"question",8
"3407","Father",2635.625,"declarative",63
"3408","Father",2635.625,"imperative_emphatic",5
"3409","Father",2635.625,"interruption",5
"3410","Father",2635.625,"question",33
"3411","Father",2643.625,"declarative",3
"3412","Father",2643.625,"question",17
"3413","Father",2643.625,"self interruption",10
"3414","Father",2658.0625,"declarative",65
"3415","Father",2658.0625,"imperative_emphatic",7
"3416","Father",2681.5,"declarative",491
"3417","Father",2681.5,"imperative_emphatic",26
"3418","Father",2681.5,"interruption",4
"3419","Father",2681.5,"question",193
"3420","Father",2681.5,"self interruption",14
"3421","Father",2681.5,"trail off",39
"3422","Father",2698.5,"declarative",2
"3423","Father",2698.5,"imperative_emphatic",7
"3424","Father",2698.5,"question",4
"3425","Father",2699.5,"declarative",531
"3426","Father",2699.5,"imperative_emphatic",41
"3427","Father",2699.5,"interruption",12
"3428","Father",2699.5,"question",220
"3429","Father",2700.5,"declarative",446
"3430","Father",2700.5,"imperative_emphatic",44
"3431","Father",2700.5,"question",99
"3432","Father",2710.9375,"declarative",2068
"3433","Father",2710.9375,"imperative_emphatic",64
"3434","Father",2710.9375,"interruption",18
"3435","Father",2710.9375,"question",293
"3436","Father",2710.9375,"self interruption",21
